16142632,3,59900
22295029,4,60872
31635989,5,61922
16203026,3,59900
57021042,4,60872
32065029,5,61922
20507275,3,59900
22637026,4,60872
23482090,5,61922
22673100,3,59900
20631567,4,60872
22660729,5,61922
