partisan,disterl,1,1,false,1,false,1048576,1000,1,590162
partisan,partisan,1,1,false,1,false,1048576,1000,1,496706
partisan,partisan,1,4,false,1,false,1048576,1000,1,493541
partisan,partisan,1,1,false,1,false,1048576,1000,1,500967
partisan,partisan,1,1,false,1,true,1048576,1000,1,488126
partisan,partisan,1,4,false,1,true,1048576,1000,1,475175
partisan,disterl,2,1,false,1,false,1048576,1000,1,1203611
partisan,partisan,2,1,false,1,false,1048576,1000,1,929407
partisan,partisan,2,4,false,1,false,1048576,1000,1,1024523
partisan,partisan,2,1,false,2,false,1048576,1000,1,944851
partisan,partisan,2,1,false,2,true,1048576,1000,1,918366
partisan,partisan,2,4,false,2,true,1048576,1000,1,962724
partisan,disterl,4,1,false,1,false,1048576,1000,1,2556913
partisan,partisan,4,1,false,1,false,1048576,1000,1,2000600
partisan,partisan,4,4,false,1,false,1048576,1000,1,1955651
partisan,partisan,4,1,false,4,false,1048576,1000,1,1951975
partisan,partisan,4,1,false,4,true,1048576,1000,1,2180413
partisan,partisan,4,4,false,4,true,1048576,1000,1,1618253
partisan,disterl,8,1,false,1,false,1048576,1000,1,4902994
partisan,partisan,8,1,false,1,false,1048576,1000,1,3917450
partisan,partisan,8,4,false,1,false,1048576,1000,1,3985844
partisan,partisan,8,1,false,8,false,1048576,1000,1,2991529
partisan,partisan,8,1,false,8,true,1048576,1000,1,2672673
partisan,partisan,8,4,false,8,true,1048576,1000,1,1958704
partisan,disterl,1,1,false,1,false,2097152,1000,1,1268847
partisan,partisan,1,1,false,1,false,2097152,1000,1,994711
partisan,partisan,1,4,false,1,false,2097152,1000,1,1037830
partisan,partisan,1,1,false,1,false,2097152,1000,1,1032415
partisan,partisan,1,1,false,1,true,2097152,1000,1,1062073
partisan,partisan,1,4,false,1,true,2097152,1000,1,1010151
partisan,disterl,2,1,false,1,false,2097152,1000,1,2523754
partisan,partisan,2,1,false,1,false,2097152,1000,1,2189805
partisan,partisan,2,4,false,1,false,2097152,1000,1,2067131
partisan,partisan,2,1,false,2,false,2097152,1000,1,2093062
partisan,partisan,2,1,false,2,true,2097152,1000,1,2155774
partisan,partisan,2,4,false,2,true,2097152,1000,1,2054611
partisan,disterl,4,1,false,1,false,2097152,1000,1,5353310
partisan,partisan,4,1,false,1,false,2097152,1000,1,4120167
partisan,partisan,4,4,false,1,false,2097152,1000,1,4314186
partisan,partisan,4,1,false,4,false,2097152,1000,1,2639805
partisan,partisan,4,1,false,4,true,2097152,1000,1,2405189
partisan,partisan,4,4,false,4,true,2097152,1000,1,2413447
partisan,disterl,8,1,false,1,false,2097152,1000,1,10519614
partisan,partisan,8,1,false,1,false,2097152,1000,1,8011254
partisan,partisan,8,4,false,1,false,2097152,1000,1,8205255
partisan,partisan,8,1,false,8,false,2097152,1000,1,4532212
partisan,partisan,8,1,false,8,true,2097152,1000,1,5735458
partisan,partisan,8,4,false,8,true,2097152,1000,1,3727853
partisan,disterl,1,1,false,1,false,4194304,1000,1,3487398
partisan,partisan,1,1,false,1,false,4194304,1000,1,2388403
partisan,partisan,1,4,false,1,false,4194304,1000,1,2400941
partisan,partisan,1,1,false,1,false,4194304,1000,1,2416812
partisan,partisan,1,1,false,1,true,4194304,1000,1,2373761
partisan,partisan,1,4,false,1,true,4194304,1000,1,2408539
partisan,disterl,2,1,false,1,false,4194304,1000,1,6791444
partisan,partisan,2,1,false,1,false,4194304,1000,1,4773121
partisan,partisan,2,4,false,1,false,4194304,1000,1,4767289
